Timestamp,What is your gender ?,What year were you born ?,What ethnicity do you identify with?,Were you born in Canada or did you immigrate to Canada?,Are you an international or domestic student?,Where are you from?,Religious beliefs?,Political Leaning?,What were your parents/caregivers' combined income at the start of university?,What was the highest level of education achieved by your parents/caregivers?,What was your high school entrance average? (out of 100),Did you participate in an accelerated high school program?,What other universities did you consider?,What types of post-secondary programs did you apply to?,How did you discover Management Engineering?,What was your ideal career upon entering UW?,When did you join this cohort?,If you transferred from another program - which program and university did you transfer from?,What was your term average in 1A? ,What was your term average in 1B? ,What was your term average in 2A? ,What was your term average in 2B? ,What was your term average in 3A? ,What was your term average in 3B? ,What was your term average in 4A? ,What was your term average in 4B? ,"How many years were you in university? (Example: If you entered in 2016, then your answer would be 2021 - 2016 = 5 years)",When (what academic term) and where did you go on exchange (if any)?,Have you failed a course?,Have you failed a midterm or final before?,"On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 1A?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 1B?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 2A?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 2B?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 3A?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 3B?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 4A?","On a scale of 1 (no classes) - 5 (all classes), how was your class attendance in 4B?",Most favourite mandatory course?,Least favourite mandatory course?,Most useful course?,Least useful course?,Which technical electives did you take?,How proud are you of your FYDP?,Which domain most accurately describes your FYDP?,Will you work on your FYDP after graduation?,How close were you with your fellow Management Engineering 2021 classmates?,Was your main group of friends outside of Management Engineering 2021?,Did you join any school clubs? ,"If you answered yes to the question above, how many?","If you answered no to the above question, do you regret not getting involved in extra curricular activities? ",Did you drink in university?,When did you have your first sip of alcohol? ,Did you ever do something you regretted while drinking ?,How often did you drink? ,Did you do any drugs at-least once ?,What drugs did you try at-least once? (check all that apply),Were you ever pressured to drink or try any drugs?,Do you regret taking any drugs or alcohol?,Were you addicted to any of the following? ,Were you in a romantic relationship of any kind during university?,When were you in a romantic relationship (select all that apply) ,How long was your longest romantic relationship? ,"If you first had sex during university, select what term this occurred.",How many coops did you complete?,Which coops did you find outside of WaterlooWorks?,Which coops were you in continuous round for? ,Which coop was the hardest to secure?,Which coop were you the least satisfied with?,Which coop were you the most satisfied with?,Where did you work for your 1st coop ?,Where did you work for your 2nd coop ?,Where did you work for your 3rd coop ?,Where did you work for your 4th coop ?,Where did you work for your 5th coop ?,"Where did you work for your 6th coop ? (Even if it was remote, you can just put in the location of where you would have worked if COVID never happened)",Please list the coop job titles that you've had:,Please select the industries that you've worked in during your coops:,Please list the companies that you've interned at:,What was your coop evaluation in your 1st coop?,What was your coop evaluation in your 2nd coop?,What was your coop evaluation in your 3rd coop?,What was your coop evaluation in your 4th coop?,What was your coop evaluation in your 5th coop?,What was your coop evaluation in your 6th coop?,What was your hourly salary (CAD) for your 1st coop?,What was your hourly salary (CAD)  for your 2nd coop?,What was your hourly salary (CAD) for your 3rd coop?,What was your hourly salary (CAD) for your 4th coop?,What was your hourly salary (CAD) for your 5th coop?,What was your hourly salary (CAD) for your 6th coop?,On average how many hours / week did you work at your 1st co-op?,On average how many hours / week did you work at your 2nd co-op?,On average how many hours / week did you work at your 3rd co-op?,On average how many hours / week did you work at your 4th co-op?,On average how many hours / week did you work at your 5th co-op?,On average how many hours / week did you work at your 6th co-op?,Have you experienced mental health concerns?,What were the sources of anxiety and/or depression (if applicable)?,Have you sought out forms of mental health support through the following outlets/resources? ,On average how often did you get at least 2.5 hours of moderate- to vigorous-intensity physical activity per week while on an Academic term ?,On average how often did you get at least 2.5 hours of moderate- to vigorous-intensity physical activity per week while on a Co-op term ?,What are your favourite ways to exercise? Check all that apply.,How much of your education was funded by family? ,How much debt are you graduating with? ,How much do you have in savings? ,What do you expect to be doing a year from now? ,Do you have a full-time job you will be starting in 2021?,"If you have a job, when did you receive the offer? (Format: MM/YY)","If you have a job, will you be working for a company you interned at?","If you have a job, what will be your job title?","If you have a job, which industry best describes your next company? ","If you have a job, what is your total annual compensation (in CAD)? ","If you have a job, did you receive an equity package? (stocks?)","If yes, how much (in CAD)?","If you have a job, did you receive a signing bonus? ","If yes, how much (in CAD)?","If you have a job, what city will you be working in? ",Do you consider this city to be within your hometown/region? ,"Of those leaving, do you plan to come back to Canada","If you are leaving, when will you return? ","If you plan on coming back to Canada, why? ","For your career, what do you care about most? (Select top 3)","In 10 years, which industry do you hope to work in?",How likely are you to choose Management Engineering again?,Did you get what you were aiming out of Management?,What program would you have selected at Waterloo if you hadn’t done Management Engineering? ,"What types of courses did you think Management would have more of?
","What types of courses did you think Management would have less of?
",How satisfied were you with professors in the Management department?,"In 5 years, how many 2021 MGTEs do you expect to be in touch with?","Do you plan to pursue any higher education?
","If you intend to get married, at what age do you expect to do so? ","If you intend to have children, at what age do you expect to do so?
",Which do you plan on donating to as an alumni?,Describe first year in one word. ,What is the most important thing you learned throughout university?,Did you move to Waterloo in 4A or 4B?,"If yes, what was the main reason why? ","If no, what was the main reason why? ",Overall how would you rate your experience during 4A/4B academic terms in comparison to an in person term? (5 being the same),Did you prefer asynchronous or synchronous remote learning styles?,How did your level of engagement in course work and group work change compared to an in-person term? (5 being the same),How did your level of understanding/ takeaways in courses change compared to an in-person term? (5 being the same),How did COVID-19 impact your experience at your final co-op?,Were you or your family directly impacted by the COVID-19 pandemic?,"If you picked up a new hobby during the pandemic, tell us what you got up to!",Describe the last year of University in one word.
5/4/2021 17:18:47,Male,1997,European,Born in Canada,Domestic,Canada (Outside of Ontario),Jewish,Centre,200k +,Masters,84,CEGEP,"McGill University, Polytechnique de Montreal","Engineering, Business",UWaterloo Website,Business,1A,,80 - 90,80 - 90,80 - 90,80 - 90,90 - 100,90 - 100,90 - 100,90 - 100,5,"3B, to Oulu in Finland",No,No,5,4,5,5,5,2,5,5,MSCI100,MSCI263,MSCI551,ME219,"MSCI436, MSCI452, MSCI551, MSCI446, MSCI342",4,Software (Optimization),Maybe,4,Yes,Yes,4,,Yes,Before Uni,No,Few times a week,Yes,Weed,No,No,,Yes,"1B, 2A, 2B",1-2 years,I had sex before university,5,"1, 5",,5,7,5,"Canada, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,"Academics, Co-op/Jobs, Relationships",None,3,3,"Walking, Weight lifting",81-100%,None,50k+,Working at a company,Yes,03/21,Yes,Leadership Development Program Trainee,Quick-Service Restaurants,140000,No,,No,,USA,No,Yes,2-3 years,Job Details,"Job satisfaction, Skill Development, Compensation",Quick Service Restaurants,10,8,Other-Engineering,"Business Strategy, Economics, Psychology/Organizational Behaviour",Computer Science,8,1-5,MBA,32-35,32-35,"Management Sciences Department,",Clusterfuck,How to do proper time management ,No,,Wanted to stay close to family,8,Asynchronous,8,7,"Learned less, Feeling disconnected from co-workers, Decrease in productivity (e.g. amount of meetings, roommate distractions, lack of focus)",,,Anti-climactic
5/4/2021 17:23:50,Female,1998,European,Born in Canada,Domestic,KW,Muslim,Centre Left,0 - 50k,High School,88,None,"University of Toronto, Wilfred Laurier University","Engineering, Business, Math","UWaterloo Website, UW Engineering Quiz","Project Management, Product Management",1A,,70 - 80,70 - 80,70 - 80,70 - 80,70 - 80,70 - 80,70 - 80,80 - 90,5,,No,No,5,5,5,4,4,4,3,3,,,,,,3,Software (Optimization),No,4,Yes,Yes,2,,No,3B,No,,No,,No,No,,Yes,2A,1-12 months,Have not had sex,5,None,2,1,2,4,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,1,2,"Walking, Recreational / team sports, Intramural sports",0-20%,20k-50k,5k-10k,Working at a company,No - taking a break,,,,,,,,,,,,,,,"Perks (free food, events, office life), Work/life balance, Compensation",Management Consulting,10,9,Other-Engineering,"Business Strategy, Operations Research",Statistics,8,5-10,None,24-26,27-29,Women in Engineering,,Make friends and build a network ,No,,,6,Asynchronous,4,4,"Feeling disconnected from co-workers, Poor work/life balance due to WFH, Poor WFH environment (e.g. slow internet, lack of access to dedicated working space, insufficient tech), Increase in productivity (e.g. amount of meetings, no commute, increased focus)",,,
5/4/2021 17:42:08,Female,1998,European,Born in Canada,Domestic,GTA,Catholic,Centre Left,100k - 150k,Technical Degree / Diploma,89,AP,"McMaster University, Ryerson University, University of Guelph","Engineering, Science, Computer Science","Word of Mouth, Alumni relative",Didn't Know,1A,,70 - 80,70 - 80,80 - 90,80 - 90,80 - 90,80 - 90,90 - 100,90 - 100,5,,No,Yes,5,5,5,5,5,5,4,5,MSCI 332,MSCI 342,MSCI 240,MSCI 263,"MSCI 436, MSCI 343, MSCI 446, MSCI 452, SYDE 522, SYDE 542",1,Software (Optimization),No,5,No,Yes,3,,Yes,Before Uni,No,Few times a week,Yes,Weed,No,No,,Yes,"2A, 2B, 3A, 3B, 4A, 4B",2+ years,I had sex before university,6,"5, 6",None,,2,5,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,"Co-op/Jobs, Friends","Self-help, Family & Friends",1,5,"Walking, workout classes",0-20%,None,20k-50k,Working at a company,Yes,11/20,Yes,Product Manager,B2C Software,90K,Yes,70K,No,,GTA,Yes,,,,"Job satisfaction, Skill Development, Team Members",Education,8,9,Systems Design Engineering,,,6,1-5,None,27-29,35+,I do not plan on donating,exciting,How to be confident in myself and be proud of who I am,Yes,To live with friends,,3,Asynchronous,3,4,"Learned less, Feeling like you settled for a job, Feeling disconnected from co-workers, Decrease in productivity (e.g. amount of meetings, roommate distractions, lack of focus)",Mental health impacts,art,disappointing
5/4/2021 17:48:57,Female,1998,South Asian,Immigrated to Canada from another country,Domestic,GTA,Spiritual but not Religious,Centre Left,50k - 100k,Bachelors,92,None,"University of Toronto, McMaster University, Ryerson University",Engineering,Word of Mouth,Didn't Know,1A,,80 - 90,80 - 90,90 - 100,80 - 90,80 - 90,80 - 90,90 - 100,90 - 100,5,,No,Yes,5,5,5,5,4,4,3,1,Linear Algebra,Supply Chain,Algos and Data Structures,"olga's course, don't remember the name","DSS, decision making under uncertainty, HCI, SYDE 522, SYDE 542, data mining",4,Software (Optimization),No,4,No,Yes,4,,Yes,Before Uni,Yes,Few times a week,Yes,Weed,Yes,Maybe,,Yes,"1B, 2B, 3A",1-12 months,3A,6,None,"1, 5",1,5,4,"Canada, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anxiety, Depression, Dissociation",Relationships,"Self-help, Family & Friends, University Counselling",4,5,"Walking, Weight lifting, Dancing",81-100%,None,50k+,Working at a company,Yes,02/21,No,Data Analyst,Management Consulting,66K,No,,No,,GTA,Yes,,,,"Skill Development, Work/life balance, Compensation",B2C Software,9,8,Systems Design Engineering,"Statistics, Design/User Research, Interdisciplinary Work, Psychology/Organizational Behaviour",Optimization,6,10-15,Undecided,Who knows,Who knows,I do not plan on donating,blur,take care of yourself because burnout is real so don't work for the sake of working,Yes,To live with friends,,9,Asynchronous,4,5,"Salary cut, Feeling like you settled for a job, Feeling disconnected from co-workers",,Learning a language,wholesome
5/4/2021 17:49:03,Female,1998,East Asian,Immigrated to Canada from another country,Domestic,Ontario (Outside of GTA or KW),Protestant Christian,Centre Right,50k - 100k,Some university / college,92,Gifted,"University of Toronto, McMaster University, UBC","Engineering, Business, Science",Saw it when I applied,Didn't Know,1A,,80 - 90,80 - 90,80 - 90,70 - 80,80 - 90,80 - 90,80 - 90,80 - 90,5,3B,No,Yes,5,4,3,2,2,4,1,1,PHYS 125,ECON -All,MSCI 247,ECON MANAGEMENT ,SYDE  522,5,Software (Web Application),No,5,No,Yes,4,,Yes,Before Uni,Yes,Few times a week,Yes,Weed,No,No,,Yes,"2A, 2B, 3A, 3B, 4A, 4B",2+ years,,6,None,3,6,7,3,"Canada, USA, Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,4,4,"Dancing, Recreational / team sports",41-60%,5-10k,Prefer not to say,Not sure,Yes,02/21,No,Project/Program Manager,B2B Software,100k,Yes,,No,,Vancouver,No,,,,"Job satisfaction, Skill Development, Team Members, Perks (free food, events, office life), Work/life balance, Impact on society, Compensation",B2C Software,9,10,Systems Design Engineering,"Business Strategy, Computer Science, Design/User Research, Operations Research",Economics,8,5-10,Undecided,24-26,27-29,I do not plan on donating,unsheltered,Have a good support system ,Yes,To live with friends,,5,Asynchronous,5,9,"Salary cut, Feeling like you settled for a job, Feeling disconnected from co-workers, Poor work/life balance due to WFH",,Creating music,Longing
5/4/2021 18:13:23,Male,1998,South Asian,Immigrated to Canada from another country,Domestic,Ontario (Outside of GTA or KW),Atheist,Left,200k +,Doctorate,95,IB,"University of Toronto, McMaster University, Queens University, Lakehead","Engineering, Science",UW Engineering Quiz,Didn't Know,1A,,80 - 90,80 - 90,80 - 90,80 - 90,70 - 80,70 - 80,80 - 90,90 - 100,5,,No,Yes,5,5,5,5,4,4,3,2,MATH 116,MSCI 342,MSCI 240,ME 219,"SYDE 542, MTE 241",4,Software (Optimization),Maybe,4,No,Yes,2,,Yes,2A,No,Once a month,Yes,Weed,Yes,Maybe,,No,,2+ years,I had sex before university,5,None,"1, 2, 4",4,1,5,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anxiety, Depression","Academics, Co-op/Jobs","Self-help, Family & Friends",3,4,"Walking, Running, Weight lifting",81-100%,None,20k-50k,Working at a company,Yes,11/20,Yes,Software Developer/Engineer,B2C Software,65000,Yes,,No,,GTA,No,,,,"Job satisfaction, Perks (free food, events, office life), Work/life balance",Education,7,7,Systems Design Engineering,Interdisciplinary Work,Business Strategy,7,10-15,PhD,27-29,30-32,I do not plan on donating,Fun,,No,,Wanted to stay close to family,3,Asynchronous,3,3,"Feeling like you settled for a job, Feeling disconnected from co-workers, Decrease in productivity (e.g. amount of meetings, roommate distractions, lack of focus)",Mental health impacts,Guitar,Disappointing
5/4/2021 19:00:11,Female,1998,East Asian,Immigrated to Canada from another country,Domestic,Canada (Outside of Ontario),,Centre Left,200k +,Doctorate,94,IB,"University of Toronto, Queens University, McGill University","Engineering, Business",UWaterloo Website,Didn't Know,1A,,70 - 80,60 - 70,80 - 90,80 - 90,70 - 80,80 - 90,90 - 100,90 - 100,5,,No,No,1,1,1,1,1,1,1,1,msci 240,msci 263,msci 245,msci 433,"msci 433, syde 522, syde 542, clas 104",5,Software (Web Application),Maybe,3,No,Yes,3,,No,,No,,No,,No,,,Yes,"1A, 1B, 2A, 2B, 3A, 3B, 4A, 4B",2+ years,,6,"4, 5, 6","1, 2",1,2,,"Canada, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Homesick in first term,"Family & Friends, Engineering Counselling",1,1,Dancing,0-20%,None,50k+,Not sure,Yes,11/2020,No,Project/Program Manager,B2C Software,278600,Yes,168000/3.5 yrs,Yes,67200,Seattle,Yes,Not sure,Not sure,,"Team Members, Work/life balance, Impact on society",Government/Advocacy/Non-Profit,9,9,CS/BBA Double Degree,"Business Strategy, Optimization, Math",Operations Research,9,5-10,Masters,24-26,Who knows,"Management Sciences Department,, Faculty of Engineering, University of Waterloo",adaptation ,,No,,Wanted to stay close to family,3,Asynchronous,6,6,"Good WFH environment (e.g. quiet working space, good set-up)",,Game Development,Unceremonious
5/4/2021 19:43:25,Female,1998,European,Born in Canada,Domestic,Ontario (Outside of GTA or KW),Protestant Christian,Centre Right,150k - 200k,Bachelors,97,AP,University of Western Ontario,"Engineering, Math","UW Engineering Quiz, University Open House",Didn't Know,1A,,90 - 100,90 - 100,90 - 100,90 - 100,90 - 100,90 - 100,90 - 100,90 - 100,5,N/A,No,No,5,5,5,5,5,5,5,5,Introduction to Optimization (MSCI 331),Circuits (GENE 123),Linear Algebra (MATH 115),Materials Science (ME 235),MSCI 436 (Decision Support Systems); MSCI 446 (Data Mining); MSCI 452 (Decision making under uncertainty); MSCI 531 (Stochastic processes and decision making); MSCI 435 (Advanced Optimization); MSCI 555 (Scheduling),5,Equally Software (Mobile Application) and Software (Optimization),Yes,4,No,Yes,2,,Yes,Before Uni,No,A few times a term,No,,Yes,No,,Yes,"4A, 4B",1-12 months,Have not had sex,6,6,None,1,2,6,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anxiety, Depression, Suicidal thoughts","Academics, Co-op/Jobs, All the change of university; environmental factors (crowded classrooms, lack of sunlight in 1B when we were stuck in the basement of RCH)","Self-help, Family & Friends, Professional support (outside UW)",4,3,"Walking, Cycling, Intramural sports, Pilates; Yoga",0-20%,None,5k-10k,Working at a company,Yes,12/20,Yes,Business Intelligence Analyst,B2B Software,72000,No,,No,,KW,Yes,,,,"Job satisfaction, Team Members, Work/life balance",Government/Advocacy/Non-Profit,10,8,Other-Non Engineering,"Statistics, Math, Operations Research",,8,5-10,Undecided,Who knows,Who knows,,Challenging,The memories I make are more important than the grades I earn,Yes,Already here for co-op/planning on living here long term,,3,Synchronous,3,4,Feeling disconnected from co-workers,Mental health impacts,Pilates & Sword fighting,Depressing
5/4/2021 20:15:29,Female,1998,Middle Eastern,Immigrated to Canada from another country,Domestic,GTA,Agnostic,Left,100k - 150k,Bachelors,89,None,"University of Toronto, Ryerson University, Wilfred Laurier University, York University","Engineering, Business",Word of Mouth,Didn't Know,1A,,80 - 90,80 - 90,80 - 90,80 - 90,80 - 90,80 - 90,90 - 100,90 - 100,5,3B,No,Yes,5,5,4,3,3,1,2,2,MSCI 331: Introduction to Optimization,MSCI 334: Operations Planning and Inventory Control,MSCI 346: Database Systems,ME 219: Mechanics of Deformable Solids 1,"CIVE 230, MSCI 436, MSCI 433, MSCI 343 , MSCI 446, SYDE 542",5,Software (Web Application),No,4,No,Yes,3,,Yes,Before Uni,Yes,Once a month,Yes,Weed,No,No,,No,,,Have not had sex,6,None,"1, 4, 5",1,2,3,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,"Academics, Family life","Self-help, Family & Friends",2,2,"Walking, Weight lifting, Recreational / team sports",81-100%,10k-20k,50k+,Working at a company,No - still looking,,,,,,,,,,,,,,,"Job satisfaction, Team Members, Work/life balance",B2C Software,9,8,Systems Design Engineering,"Business Strategy, Design/User Research, Optimization, Operations Research","Statistics, Economics, Psychology/Organizational Behaviour",5,5-10,Masters,30-32,32-35,I do not plan on donating,clueless,"no grade is worth crying over or beating yourself up for, in the end it really doesn't matter that much",Yes,To live with friends,,3,Synchronous,2,4,"Learned less, Feeling like you settled for a job, Feeling disconnected from co-workers, Decrease in productivity (e.g. amount of meetings, roommate distractions, lack of focus)",Mental health impacts,"Embroidery, skateboarding, making homemade coldbrew",anticlimactic 
5/4/2021 20:51:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Ontario,KW,GTA (Outside of Toronto),KW,KW,KW,Process Improvement Analyst; Software Tester; Applied Machine Learning Developer; Production Control Specialist; Business Analyst; Business Analyst,"Software / Tech, Industrial / Manufacturing, Grocery/Retail",TSC Stores LP; NCR Corp.; Loblaw Companies Limited; Toyota Motor Manufacturing Canada Inc.; RideCo (Transit Labs Inc.); RideCo (Transit Labs Inc.),Outstanding,Excellent,Outstanding,Outstanding,Outstanding,Outstanding,10 - 20,10 - 20,20 - 30,20 - 30,30 - 40,30 - 40,40 - 50,40 - 50,40 - 50,40 - 50,40 - 50,40 - 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
